,0,Unnamed: 0,Index,country,year,Vaccine,Subgroup,Coverage,Vaccinated,Target,values
11583,11583,18909,2000HepbbMalaysia,Malaysia,2000,Hepbb,EAPR,92,467000,508000,27236006
12243,12243,20818,2000HepbbMongolia,Mongolia,2000,Hepbb,EAPR,96,44000,46000,2631898
13013,13013,23400,2000HepbbOman,Oman,2000,Hepbb,MENA,99,55000,56000,2750963
14729,14729,25004,2000HepbbPoland,Poland,2000,Hepbb,Industrialized,95,359000,378000,38125759
15147,15147,25214,2000HepbbPortugal,Portugal,2000,Hepbb,Industrialized,64,72000,113000,10558177
15565,15565,25450,2000HepbbQatar,Qatar,2000,Hepbb,MENA,99,12000,12000,1436665
15983,15983,26241,2000HepbbRomania,Romania,2000,Hepbb,CEECIS,99,214000,217000,20537875
16401,16401,27357,2000HepbbSamoa,Samoa,2000,Hepbb,EAPR,86,5000,5000,183263
19129,19129,32040,2000HepbbTonga,Tonga,2000,Hepbb,EAPR,89,2000,3000,103379
20933,20933,33580,2000HepbbUnited Arab Emirates,United Arab Emirates,2000,Hepbb,MENA,98,52000,53000,7089487
518,518,349,2000HepbbAlbania,Albania,2000,Hepbb,CEECIS,98,50000,51000,2927519
1596,1596,1487,2000HepbbArmenia,Armenia,2000,Hepbb,CEECIS,97,38000,40000,2888092
2982,2982,4473,2000HepbbBrazil,Brazil,2000,Hepbb,LACR,99,3479000,3514000,193886508
3400,3400,4683,2000HepbbBrunei Darussalam,Brunei Darussalam,2000,Hepbb,EAPR,99,7000,8000,383906
3818,3818,4894,2000HepbbBulgaria,Bulgaria,2000,Hepbb,CEECIS,98,64000,65000,7444443
5732,5732,8097,2000HepbbCuba,Cuba,2000,Hepbb,LACR,99,144000,145000,11226709
8856,8856,15221,2000HepbbIsrael,Israel,2000,Hepbb,Industrialized,96,121000,126000,7485600
9274,9274,16128,2000HepbbKazakhstan,Kazakhstan,2000,Hepbb,CEECIS,98,232000,236000,16092822
9692,9692,16512,2000HepbbKiribati,Kiribati,2000,Hepbb,EAPR,80,2000,3000,100930
10110,10110,16724,2000HepbbKuwait,Kuwait,2000,Hepbb,MENA,94,42000,44000,2821045
10330,10330,17288,2000HepbbLatvia,Latvia,2000,Hepbb,Industrialized,98,19000,19000,2141669
10748,10748,17486,2000HepbbLebanon,Lebanon,2000,Hepbb,MENA,90,75000,84000,4813026
11166,11166,18206,2000HepbbLithuania,Lithuania,2000,Hepbb,Industrialized,99,33000,33000,3162916
11584,11584,18909,2000HepbbMalaysia,Malaysia,2000,Hepbb,EAPR,92,467000,508000,27735040
12244,12244,20818,2000HepbbMongolia,Mongolia,2000,Hepbb,EAPR,96,44000,46000,2673796
13014,13014,23400,2000HepbbOman,Oman,2000,Hepbb,MENA,99,55000,56000,2876186
14730,14730,25004,2000HepbbPoland,Poland,2000,Hepbb,Industrialized,95,359000,378000,38151603
15148,15148,25214,2000HepbbPortugal,Portugal,2000,Hepbb,Industrialized,64,72000,113000,10568247
15566,15566,25450,2000HepbbQatar,Qatar,2000,Hepbb,MENA,99,12000,12000,1654950
15984,15984,26241,2000HepbbRomania,Romania,2000,Hepbb,CEECIS,99,214000,217000,20367487
16402,16402,27357,2000HepbbSamoa,Samoa,2000,Hepbb,EAPR,86,5000,5000,184556
19130,19130,32040,2000HepbbTonga,Tonga,2000,Hepbb,EAPR,89,2000,3000,103890
20934,20934,33580,2000HepbbUnited Arab Emirates,United Arab Emirates,2000,Hepbb,MENA,98,52000,53000,7917372
519,519,349,2000HepbbAlbania,Albania,2000,Hepbb,CEECIS,98,50000,51000,2913021
1597,1597,1487,2000HepbbArmenia,Armenia,2000,Hepbb,CEECIS,97,38000,40000,2877319
2983,2983,4473,2000HepbbBrazil,Brazil,2000,Hepbb,LACR,99,3479000,3514000,195713635
3401,3401,4683,2000HepbbBrunei Darussalam,Brunei Darussalam,2000,Hepbb,EAPR,99,7000,8000,388646
3819,3819,4894,2000HepbbBulgaria,Bulgaria,2000,Hepbb,CEECIS,98,64000,65000,7395599
5733,5733,8097,2000HepbbCuba,Cuba,2000,Hepbb,LACR,99,144000,145000,11225832
8857,8857,15221,2000HepbbIsrael,Israel,2000,Hepbb,Industrialized,96,121000,126000,7623600
9275,9275,16128,2000HepbbKazakhstan,Kazakhstan,2000,Hepbb,CEECIS,98,232000,236000,16321872
9693,9693,16512,2000HepbbKiribati,Kiribati,2000,Hepbb,EAPR,80,2000,3000,102927
10111,10111,16724,2000HepbbKuwait,Kuwait,2000,Hepbb,MENA,94,42000,44000,2991884
10331,10331,17288,2000HepbbLatvia,Latvia,2000,Hepbb,Industrialized,98,19000,19000,2097555
10749,10749,17486,2000HepbbLebanon,Lebanon,2000,Hepbb,MENA,90,75000,84000,4953061
11167,11167,18206,2000HepbbLithuania,Lithuania,2000,Hepbb,Industrialized,99,33000,33000,3097282
11585,11585,18909,2000HepbbMalaysia,Malaysia,2000,Hepbb,EAPR,92,467000,508000,28208035
12245,12245,20818,2000HepbbMongolia,Mongolia,2000,Hepbb,EAPR,96,44000,46000,2719896
13015,13015,23400,2000HepbbOman,Oman,2000,Hepbb,MENA,99,55000,56000,3041434
14731,14731,25004,2000HepbbPoland,Poland,2000,Hepbb,Industrialized,95,359000,378000,38042794
15149,15149,25214,2000HepbbPortugal,Portugal,2000,Hepbb,Industrialized,64,72000,113000,10573100
15567,15567,25450,2000HepbbQatar,Qatar,2000,Hepbb,MENA,99,12000,12000,1856327
15985,15985,26241,2000HepbbRomania,Romania,2000,Hepbb,CEECIS,99,214000,217000,20246871
16403,16403,27357,2000HepbbSamoa,Samoa,2000,Hepbb,EAPR,86,5000,5000,185949
19131,19131,32040,2000HepbbTonga,Tonga,2000,Hepbb,EAPR,89,2000,3000,103986
20935,20935,33580,2000HepbbUnited Arab Emirates,United Arab Emirates,2000,Hepbb,MENA,98,52000,53000,8549988
520,520,349,2000HepbbAlbania,Albania,2000,Hepbb,CEECIS,98,50000,51000,2905195
1598,1598,1487,2000HepbbArmenia,Armenia,2000,Hepbb,CEECIS,97,38000,40000,2876538
2984,2984,4473,2000HepbbBrazil,Brazil,2000,Hepbb,LACR,99,3479000,3514000,197514534
3402,3402,4683,2000HepbbBrunei Darussalam,Brunei Darussalam,2000,Hepbb,EAPR,99,7000,8000,393688
3820,3820,4894,2000HepbbBulgaria,Bulgaria,2000,Hepbb,CEECIS,98,64000,65000,7348328
5734,5734,8097,2000HepbbCuba,Cuba,2000,Hepbb,LACR,99,144000,145000,11236670
8858,8858,15221,2000HepbbIsrael,Israel,2000,Hepbb,Industrialized,96,121000,126000,7765800
9276,9276,16128,2000HepbbKazakhstan,Kazakhstan,2000,Hepbb,CEECIS,98,232000,236000,16557201
9694,9694,16512,2000HepbbKiribati,Kiribati,2000,Hepbb,EAPR,80,2000,3000,104728
10112,10112,16724,2000HepbbKuwait,Kuwait,2000,Hepbb,MENA,94,42000,44000,3168060
10332,10332,17288,2000HepbbLatvia,Latvia,2000,Hepbb,Industrialized,98,19000,19000,2059709
10750,10750,17486,2000HepbbLebanon,Lebanon,2000,Hepbb,MENA,90,75000,84000,5202343
11168,11168,18206,2000HepbbLithuania,Lithuania,2000,Hepbb,Industrialized,99,33000,33000,3028115
11586,11586,18909,2000HepbbMalaysia,Malaysia,2000,Hepbb,EAPR,92,467000,508000,28650955
12246,12246,20818,2000HepbbMongolia,Mongolia,2000,Hepbb,EAPR,96,44000,46000,2770362
13016,13016,23400,2000HepbbOman,Oman,2000,Hepbb,MENA,99,55000,56000,3251108
14732,14732,25004,2000HepbbPoland,Poland,2000,Hepbb,Industrialized,95,359000,378000,38063255
15150,15150,25214,2000HepbbPortugal,Portugal,2000,Hepbb,Industrialized,64,72000,113000,10557560
15568,15568,25450,2000HepbbQatar,Qatar,2000,Hepbb,MENA,99,12000,12000,2035871
15986,15986,26241,2000HepbbRomania,Romania,2000,Hepbb,CEECIS,99,214000,217000,20147528
16404,16404,27357,2000HepbbSamoa,Samoa,2000,Hepbb,EAPR,86,5000,5000,187469
19132,19132,32040,2000HepbbTonga,Tonga,2000,Hepbb,EAPR,89,2000,3000,103562
20936,20936,33580,2000HepbbUnited Arab Emirates,United Arab Emirates,2000,Hepbb,MENA,98,52000,53000,8946777
521,521,349,2000HepbbAlbania,Albania,2000,Hepbb,CEECIS,98,50000,51000,2900401
1599,1599,1487,2000HepbbArmenia,Armenia,2000,Hepbb,CEECIS,97,38000,40000,2884229
2985,2985,4473,2000HepbbBrazil,Brazil,2000,Hepbb,LACR,99,3479000,3514000,199287296
3403,3403,4683,2000HepbbBrunei Darussalam,Brunei Darussalam,2000,Hepbb,EAPR,99,7000,8000,398989
3821,3821,4894,2000HepbbBulgaria,Bulgaria,2000,Hepbb,CEECIS,98,64000,65000,7305888
5735,5735,8097,2000HepbbCuba,Cuba,2000,Hepbb,LACR,99,144000,145000,11257101
8859,8859,15221,2000HepbbIsrael,Israel,2000,Hepbb,Industrialized,96,121000,126000,7910500
9277,9277,16128,2000HepbbKazakhstan,Kazakhstan,2000,Hepbb,CEECIS,98,232000,236000,16792089
9695,9695,16512,2000HepbbKiribati,Kiribati,2000,Hepbb,EAPR,80,2000,3000,106370
10113,10113,16724,2000HepbbKuwait,Kuwait,2000,Hepbb,MENA,94,42000,44000,3348853
10333,10333,17288,2000HepbbLatvia,Latvia,2000,Hepbb,Industrialized,98,19000,19000,2034319
10751,10751,17486,2000HepbbLebanon,Lebanon,2000,Hepbb,MENA,90,75000,84000,5538634
11169,11169,18206,2000HepbbLithuania,Lithuania,2000,Hepbb,Industrialized,99,33000,33000,2987773
11587,11587,18909,2000HepbbMalaysia,Malaysia,2000,Hepbb,EAPR,92,467000,508000,29068159
12247,12247,20818,2000HepbbMongolia,Mongolia,2000,Hepbb,EAPR,96,44000,46000,2824699
13017,13017,23400,2000HepbbOman,Oman,2000,Hepbb,MENA,99,55000,56000,3498029
14733,14733,25004,2000HepbbPoland,Poland,2000,Hepbb,Industrialized,95,359000,378000,38063164
15151,15151,25214,2000HepbbPortugal,Portugal,2000,Hepbb,Industrialized,64,72000,113000,10514844
15569,15569,25450,2000HepbbQatar,Qatar,2000,Hepbb,MENA,99,12000,12000,2196074
15987,15987,26241,2000HepbbRomania,Romania,2000,Hepbb,CEECIS,99,214000,217000,20058035
16405,16405,27357,2000HepbbSamoa,Samoa,2000,Hepbb,EAPR,86,5000,5000,189088
19133,19133,32040,2000HepbbTonga,Tonga,2000,Hepbb,EAPR,89,2000,3000,102737
20937,20937,33580,2000HepbbUnited Arab Emirates,United Arab Emirates,2000,Hepbb,MENA,98,52000,53000,9141596
522,522,349,2000HepbbAlbania,Albania,2000,Hepbb,CEECIS,98,50000,51000,2895092
1600,1600,1487,2000HepbbArmenia,Armenia,2000,Hepbb,CEECIS,97,38000,40000,2897584
2986,2986,4473,2000HepbbBrazil,Brazil,2000,Hepbb,LACR,99,3479000,3514000,201035903
3404,3404,4683,2000HepbbBrunei Darussalam,Brunei Darussalam,2000,Hepbb,EAPR,99,7000,8000,404421
3822,3822,4894,2000HepbbBulgaria,Bulgaria,2000,Hepbb,CEECIS,98,64000,65000,7265115
5736,5736,8097,2000HepbbCuba,Cuba,2000,Hepbb,LACR,99,144000,145000,11282720
8860,8860,15221,2000HepbbIsrael,Israel,2000,Hepbb,Industrialized,96,121000,126000,8059500
9278,9278,16128,2000HepbbKazakhstan,Kazakhstan,2000,Hepbb,CEECIS,98,232000,236000,17035550
9696,9696,16512,2000HepbbKiribati,Kiribati,2000,Hepbb,EAPR,80,2000,3000,107890
10114,10114,16724,2000HepbbKuwait,Kuwait,2000,Hepbb,MENA,94,42000,44000,3526378
10334,10334,17288,2000HepbbLatvia,Latvia,2000,Hepbb,Industrialized,98,19000,19000,2012647
10752,10752,17486,2000HepbbLebanon,Lebanon,2000,Hepbb,MENA,90,75000,84000,5914621
11170,11170,18206,2000HepbbLithuania,Lithuania,2000,Hepbb,Industrialized,99,33000,33000,2957689
11588,11588,18909,2000HepbbMalaysia,Malaysia,2000,Hepbb,EAPR,92,467000,508000,29468872
12248,12248,20818,2000HepbbMongolia,Mongolia,2000,Hepbb,EAPR,96,44000,46000,2881792
13018,13018,23400,2000HepbbOman,Oman,2000,Hepbb,MENA,99,55000,56000,3764805
14734,14734,25004,2000HepbbPoland,Poland,2000,Hepbb,Industrialized,95,359000,378000,38040196
15152,15152,25214,2000HepbbPortugal,Portugal,2000,Hepbb,Industrialized,64,72000,113000,10457295
15570,15570,25450,2000HepbbQatar,Qatar,2000,Hepbb,MENA,99,12000,12000,2336574
15988,15988,26241,2000HepbbRomania,Romania,2000,Hepbb,CEECIS,99,214000,217000,19983693
16406,16406,27357,2000HepbbSamoa,Samoa,2000,Hepbb,EAPR,86,5000,5000,190717
19134,19134,32040,2000HepbbTonga,Tonga,2000,Hepbb,EAPR,89,2000,3000,101768
20938,20938,33580,2000HepbbUnited Arab Emirates,United Arab Emirates,2000,Hepbb,MENA,98,52000,53000,9197910
523,523,349,2000HepbbAlbania,Albania,2000,Hepbb,CEECIS,98,50000,51000,2889104
1601,1601,1487,2000HepbbArmenia,Armenia,2000,Hepbb,CEECIS,97,38000,40000,2912403
2987,2987,4473,2000HepbbBrazil,Brazil,2000,Hepbb,LACR,99,3479000,3514000,202763735
3405,3405,4683,2000HepbbBrunei Darussalam,Brunei Darussalam,2000,Hepbb,EAPR,99,7000,8000,409769
3823,3823,4894,2000HepbbBulgaria,Bulgaria,2000,Hepbb,CEECIS,98,64000,65000,7223938
5737,5737,8097,2000HepbbCuba,Cuba,2000,Hepbb,LACR,99,144000,145000,11306902
8861,8861,15221,2000HepbbIsrael,Israel,2000,Hepbb,Industrialized,96,121000,126000,8215700
9279,9279,16128,2000HepbbKazakhstan,Kazakhstan,2000,Hepbb,CEECIS,98,232000,236000,17288285
9697,9697,16512,2000HepbbKiribati,Kiribati,2000,Hepbb,EAPR,80,2000,3000,109391
10115,10115,16724,2000HepbbKuwait,Kuwait,2000,Hepbb,MENA,94,42000,44000,3690942
10335,10335,17288,2000HepbbLatvia,Latvia,2000,Hepbb,Industrialized,98,19000,19000,1993782
10753,10753,17486,2000HepbbLebanon,Lebanon,2000,Hepbb,MENA,90,75000,84000,6262410
11171,11171,18206,2000HepbbLithuania,Lithuania,2000,Hepbb,Industrialized,99,33000,33000,2932367
11589,11589,18909,2000HepbbMalaysia,Malaysia,2000,Hepbb,EAPR,92,467000,508000,29866559
12249,12249,20818,2000HepbbMongolia,Mongolia,2000,Hepbb,EAPR,96,44000,46000,2940108
13019,13019,23400,2000HepbbOman,Oman,2000,Hepbb,MENA,99,55000,56000,4027260
14735,14735,25004,2000HepbbPoland,Poland,2000,Hepbb,Industrialized,95,359000,378000,38011735
15153,15153,25214,2000HepbbPortugal,Portugal,2000,Hepbb,Industrialized,64,72000,113000,10401062
15571,15571,25450,2000HepbbQatar,Qatar,2000,Hepbb,MENA,99,12000,12000,2459198
15989,15989,26241,2000HepbbRomania,Romania,2000,Hepbb,CEECIS,99,214000,217000,19908979
16407,16407,27357,2000HepbbSamoa,Samoa,2000,Hepbb,EAPR,86,5000,5000,192221
19135,19135,32040,2000HepbbTonga,Tonga,2000,Hepbb,EAPR,89,2000,3000,101028
20939,20939,33580,2000HepbbUnited Arab Emirates,United Arab Emirates,2000,Hepbb,MENA,98,52000,53000,9214175
524,524,349,2000HepbbAlbania,Albania,2000,Hepbb,CEECIS,98,50000,51000,2880703
1602,1602,1487,2000HepbbArmenia,Armenia,2000,Hepbb,CEECIS,97,38000,40000,2925553
2988,2988,4473,2000HepbbBrazil,Brazil,2000,Hepbb,LACR,99,3479000,3514000,204471769
3406,3406,4683,2000HepbbBrunei Darussalam,Brunei Darussalam,2000,Hepbb,EAPR,99,7000,8000,414907
3824,3824,4894,2000HepbbBulgaria,Bulgaria,2000,Hepbb,CEECIS,98,64000,65000,7177991
5738,5738,8097,2000HepbbCuba,Cuba,2000,Hepbb,LACR,99,144000,145000,11324781
8862,8862,15221,2000HepbbIsrael,Israel,2000,Hepbb,Industrialized,96,121000,126000,8380100
9280,9280,16128,2000HepbbKazakhstan,Kazakhstan,2000,Hepbb,CEECIS,98,232000,236000,17542806
9698,9698,16512,2000HepbbKiribati,Kiribati,2000,Hepbb,EAPR,80,2000,3000,110930
10116,10116,16724,2000HepbbKuwait,Kuwait,2000,Hepbb,MENA,94,42000,44000,3835591
10336,10336,17288,2000HepbbLatvia,Latvia,2000,Hepbb,Industrialized,98,19000,19000,1977527
10754,10754,17486,2000HepbbLebanon,Lebanon,2000,Hepbb,MENA,90,75000,84000,6532678
11172,11172,18206,2000HepbbLithuania,Lithuania,2000,Hepbb,Industrialized,99,33000,33000,2904910
11590,11590,18909,2000HepbbMalaysia,Malaysia,2000,Hepbb,EAPR,92,467000,508000,30270962
12250,12250,20818,2000HepbbMongolia,Mongolia,2000,Hepbb,EAPR,96,44000,46000,2998439
13020,13020,23400,2000HepbbOman,Oman,2000,Hepbb,MENA,99,55000,56000,4267348
14736,14736,25004,2000HepbbPoland,Poland,2000,Hepbb,Industrialized,95,359000,378000,37986412
15154,15154,25214,2000HepbbPortugal,Portugal,2000,Hepbb,Industrialized,64,72000,113000,10358076
15572,15572,25450,2000HepbbQatar,Qatar,2000,Hepbb,MENA,99,12000,12000,2565710
15990,15990,26241,2000HepbbRomania,Romania,2000,Hepbb,CEECIS,99,214000,217000,19815481
16408,16408,27357,2000HepbbSamoa,Samoa,2000,Hepbb,EAPR,86,5000,5000,193513
19136,19136,32040,2000HepbbTonga,Tonga,2000,Hepbb,EAPR,89,2000,3000,100781
20940,20940,33580,2000HepbbUnited Arab Emirates,United Arab Emirates,2000,Hepbb,MENA,98,52000,53000,9262900
525,525,349,2000HepbbAlbania,Albania,2000,Hepbb,CEECIS,98,50000,51000,2876101
1603,1603,1487,2000HepbbArmenia,Armenia,2000,Hepbb,CEECIS,97,38000,40000,2936146
2989,2989,4473,2000HepbbBrazil,Brazil,2000,Hepbb,LACR,99,3479000,3514000,206163058
3407,3407,4683,2000HepbbBrunei Darussalam,Brunei Darussalam,2000,Hepbb,EAPR,99,7000,8000,419800
3825,3825,4894,2000HepbbBulgaria,Bulgaria,2000,Hepbb,CEECIS,98,64000,65000,7127822
5739,5739,8097,2000HepbbCuba,Cuba,2000,Hepbb,LACR,99,144000,145000,11335109
8863,8863,15221,2000HepbbIsrael,Israel,2000,Hepbb,Industrialized,96,121000,126000,8546000
9281,9281,16128,2000HepbbKazakhstan,Kazakhstan,2000,Hepbb,CEECIS,98,232000,236000,17794055
9699,9699,16512,2000HepbbKiribati,Kiribati,2000,Hepbb,EAPR,80,2000,3000,112524
10117,10117,16724,2000HepbbKuwait,Kuwait,2000,Hepbb,MENA,94,42000,44000,3956873
10337,10337,17288,2000HepbbLatvia,Latvia,2000,Hepbb,Industrialized,98,19000,19000,1959537
10755,10755,17486,2000HepbbLebanon,Lebanon,2000,Hepbb,MENA,90,75000,84000,6711121
11173,11173,18206,2000HepbbLithuania,Lithuania,2000,Hepbb,Industrialized,99,33000,33000,2868231
11591,11591,18909,2000HepbbMalaysia,Malaysia,2000,Hepbb,EAPR,92,467000,508000,30684804
12251,12251,20818,2000HepbbMongolia,Mongolia,2000,Hepbb,EAPR,96,44000,46000,3056359
13021,13021,23400,2000HepbbOman,Oman,2000,Hepbb,MENA,99,55000,56000,4479219
14737,14737,25004,2000HepbbPoland,Poland,2000,Hepbb,Industrialized,95,359000,378000,37970087
15155,15155,25214,2000HepbbPortugal,Portugal,2000,Hepbb,Industrialized,64,72000,113000,10325452
15573,15573,25450,2000HepbbQatar,Qatar,2000,Hepbb,MENA,99,12000,12000,2654374
15991,15991,26241,2000HepbbRomania,Romania,2000,Hepbb,CEECIS,99,214000,217000,19702332
16409,16409,27357,2000HepbbSamoa,Samoa,2000,Hepbb,EAPR,86,5000,5000,194535
19137,19137,32040,2000HepbbTonga,Tonga,2000,Hepbb,EAPR,89,2000,3000,101133
20941,20941,33580,2000HepbbUnited Arab Emirates,United Arab Emirates,2000,Hepbb,MENA,98,52000,53000,9360980
526,526,349,2000HepbbAlbania,Albania,2000,Hepbb,CEECIS,98,50000,51000,2873457
1604,1604,1487,2000HepbbArmenia,Armenia,2000,Hepbb,CEECIS,97,38000,40000,2944809
2990,2990,4473,2000HepbbBrazil,Brazil,2000,Hepbb,LACR,99,3479000,3514000,207833831
3408,3408,4683,2000HepbbBrunei Darussalam,Brunei Darussalam,2000,Hepbb,EAPR,99,7000,8000,424473
3826,3826,4894,2000HepbbBulgaria,Bulgaria,2000,Hepbb,CEECIS,98,64000,65000,7075947
5740,5740,8097,2000HepbbCuba,Cuba,2000,Hepbb,LACR,99,144000,145000,11339259
8864,8864,15221,2000HepbbIsrael,Israel,2000,Hepbb,Industrialized,96,121000,126000,8713300
9282,9282,16128,2000HepbbKazakhstan,Kazakhstan,2000,Hepbb,CEECIS,98,232000,236000,18037776
9700,9700,16512,2000HepbbKiribati,Kiribati,2000,Hepbb,EAPR,80,2000,3000,114158
10118,10118,16724,2000HepbbKuwait,Kuwait,2000,Hepbb,MENA,94,42000,44000,4056097
10338,10338,17288,2000HepbbLatvia,Latvia,2000,Hepbb,Industrialized,98,19000,19000,1942248
10756,10756,17486,2000HepbbLebanon,Lebanon,2000,Hepbb,MENA,90,75000,84000,6811873
11174,11174,18206,2000HepbbLithuania,Lithuania,2000,Hepbb,Industrialized,99,33000,33000,2828403
11592,11592,18909,2000HepbbMalaysia,Malaysia,2000,Hepbb,EAPR,92,467000,508000,31105028
12252,12252,20818,2000HepbbMongolia,Mongolia,2000,Hepbb,EAPR,96,44000,46000,3113779
13022,13022,23400,2000HepbbOman,Oman,2000,Hepbb,MENA,99,55000,56000,4665935
14738,14738,25004,2000HepbbPoland,Poland,2000,Hepbb,Industrialized,95,359000,378000,37974826
15156,15156,25214,2000HepbbPortugal,Portugal,2000,Hepbb,Industrialized,64,72000,113000,10300300
15574,15574,25450,2000HepbbQatar,Qatar,2000,Hepbb,MENA,99,12000,12000,2724724
15992,15992,26241,2000HepbbRomania,Romania,2000,Hepbb,CEECIS,99,214000,217000,19587491
16410,16410,27357,2000HepbbSamoa,Samoa,2000,Hepbb,EAPR,86,5000,5000,195352
19138,19138,32040,2000HepbbTonga,Tonga,2000,Hepbb,EAPR,89,2000,3000,101998
20942,20942,33580,2000HepbbUnited Arab Emirates,United Arab Emirates,2000,Hepbb,MENA,98,52000,53000,9487203
527,527,349,2000HepbbAlbania,Albania,2000,Hepbb,CEECIS,98,50000,51000,2866376
1605,1605,1487,2000HepbbArmenia,Armenia,2000,Hepbb,CEECIS,97,38000,40000,2951776
2991,2991,4473,2000HepbbBrazil,Brazil,2000,Hepbb,LACR,99,3479000,3514000,209469333
3409,3409,4683,2000HepbbBrunei Darussalam,Brunei Darussalam,2000,Hepbb,EAPR,99,7000,8000,428962
3827,3827,4894,2000HepbbBulgaria,Bulgaria,2000,Hepbb,CEECIS,98,64000,65000,7024216
5741,5741,8097,2000HepbbCuba,Cuba,2000,Hepbb,LACR,99,144000,145000,11338138
8865,8865,15221,2000HepbbIsrael,Israel,2000,Hepbb,Industrialized,96,121000,126000,8883800
9283,9283,16128,2000HepbbKazakhstan,Kazakhstan,2000,Hepbb,CEECIS,98,232000,236000,18276499
9701,9701,16512,2000HepbbKiribati,Kiribati,2000,Hepbb,EAPR,80,2000,3000,115847
10119,10119,16724,2000HepbbKuwait,Kuwait,2000,Hepbb,MENA,94,42000,44000,4137309
10339,10339,17288,2000HepbbLatvia,Latvia,2000,Hepbb,Industrialized,98,19000,19000,1926542
10757,10757,17486,2000HepbbLebanon,Lebanon,2000,Hepbb,MENA,90,75000,84000,6848925
11175,11175,18206,2000HepbbLithuania,Lithuania,2000,Hepbb,Industrialized,99,33000,33000,2789533
11593,11593,18909,2000HepbbMalaysia,Malaysia,2000,Hepbb,EAPR,92,467000,508000,31528585
12253,12253,20818,2000HepbbMongolia,Mongolia,2000,Hepbb,EAPR,96,44000,46000,3170208
13023,13023,23400,2000HepbbOman,Oman,2000,Hepbb,MENA,99,55000,56000,4829483
14739,14739,25004,2000HepbbPoland,Poland,2000,Hepbb,Industrialized,95,359000,378000,37978548
15157,15157,25214,2000HepbbPortugal,Portugal,2000,Hepbb,Industrialized,64,72000,113000,10281762
15575,15575,25450,2000HepbbQatar,Qatar,2000,Hepbb,MENA,99,12000,12000,2781677
15993,15993,26241,2000HepbbRomania,Romania,2000,Hepbb,CEECIS,99,214000,217000,19473936
16411,16411,27357,2000HepbbSamoa,Samoa,2000,Hepbb,EAPR,86,5000,5000,196130
19139,19139,32040,2000HepbbTonga,Tonga,2000,Hepbb,EAPR,89,2000,3000,103197
20943,20943,33580,2000HepbbUnited Arab Emirates,United Arab Emirates,2000,Hepbb,MENA,98,52000,53000,9630959
484,484,340,2001HepbbAlbania,Albania,2001,Hepbb,CEECIS,98,47000,48000,3148281
1562,1562,1479,2001HepbbArmenia,Armenia,2001,Hepbb,CEECIS,96,38000,39000,3133089
2948,2948,4462,2001HepbbBrazil,Brazil,2001,Hepbb,LACR,95,3287000,3460000,167209040
3366,3366,4674,2001HepbbBrunei Darussalam,Brunei Darussalam,2001,Hepbb,EAPR,99,7000,8000,311958
3784,3784,4885,2001HepbbBulgaria,Bulgaria,2001,Hepbb,CEECIS,99,65000,66000,8312068
5214,5214,7524,2001HepbbCosta Rica,Costa Rica,2001,Hepbb,LACR,87,65000,75000,3718949
5698,5698,8088,2001HepbbCuba,Cuba,2001,Hepbb,LACR,99,141000,142000,10989732
6270,6270,9465,2001HepbbDominican Republic,Dominican Republic,2001,Hepbb,LACR,66,138000,209000,8084407
6908,6908,11082,2001HepbbFiji,Fiji,2001,Hepbb,EAPR,99,20000,20000,792736
7304,7304,11996,2001HepbbGeorgia,Georgia,2001,Hepbb,CEECIS,69,36000,52000,4349913
8822,8822,15212,2001HepbbIsrael,Israel,2001,Hepbb,Industrialized,96,123000,128000,5836000
9240,9240,16120,2001HepbbKazakhstan,Kazakhstan,2001,Hepbb,CEECIS,95,228000,240000,15333703
9658,9658,16505,2001HepbbKiribati,Kiribati,2001,Hepbb,EAPR,78,2000,3000,80187
10076,10076,16716,2001HepbbKuwait,Kuwait,2001,Hepbb,MENA,95,43000,45000,1710256
10296,10296,17278,2001HepbbLatvia,Latvia,2001,Hepbb,Industrialized,99,19000,20000,2432851
